product_name,categories_en,energy-kcal_100g,carbohydrates_100g,proteins_100g,fat_100g,fiber_100g
"Pain au chocolat pur beurre","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Chocolate croissant","415","41.7","8.6","23",""
"Latte machiato","","32.7272727272727","2.99999995665117","1.59090909090909","1.45454547621987","0.409090898253701"
"Chili crisp","","700","20","","80",""
"Burger de poulet","","262.000003390842","28.3333333333333","13.3333333333333","10",""
"Beignet chocolat","Snacks,Sweet snacks,Sweet fritters,fr:beignets-au-chocolat","385","47","6.5","18",""
"FORMULA1 SAVEUR COOKIES ET CRÈME","Dietary supplements,Bodybuilding supplements","357","20","39","9","20"
"Xanthan Gum","","185","","7","","81"
"Confiture extra de pêche blanche","Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Peach jams","226","56.8","1","0",""
"Vegan 3K-Protein","","378","6.30000019073486","83.6999969482422","1.20000004768372","2"
"Kollagen Premium Pulver","","360","","90","",""
"VEGAN 4K BLEND","","364","4.30000019073486","78.0999984741211","2.70000004768372","4.5"
"Protein Oatmeal","","100","8","15","1","2"
"Paprika Süß","","129.824561403509","0.467836257309941","21.0526315789474","4.7953216374269","0.292397660818713"
"Coca-Cola","Beverages,Carbonated drinks,Sodas","42","10.6000003814697","","",""
"Herbalife 24","","350","36.6666666666667","35","11.6666666666667",""
"Honduran king prawns M&S","Seafood,Crustaceans,Shrimps,Prawns,Deep water pink shrimps,Cooked Prawns","113","3.1","23.3","0.6","1.1"
"Matcha collagen","","306.700012207031","33.2999992370605","46.7000007629395","","33.2999992370605"
"Confiture artisanale de Raphaël","","224","55","0.4","0.1",""
"Vegane proteine","","392","4.4","62","10","9.2"
"Seitán a la plancha","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meat alternatives,Meat analogues,Seitan","194.5932","35.07922","6.06635","2.48755","3.80765"
"Cappuccino duble choco","Plant-based foods and beverages,Beverages,Plant-based foods,Coffees,Instant beverages","398","62.1","10.3","10.3","6.2"
"roseguard  vitamin a c e  rosmery","Plant-based foods and beverages,Plant-based foods,Sweeteners,Dietary supplements,Stevia and their products,Supplement","0","0","","0",""
"Sourdough Bread sliced","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Sliced breads","211.538461538462","44.2307692307692","7.69230769230769","0","1.92307692307692"
"Creamy Crisp Protein Bar","","363.636363636364","34.5454545454545","36.3636363636364","14.5454545454545","5.45454545454545"
"Hähnchenflügel geräuchert","","136.19","20.31","7.55","2.36","1.88"
"Sweet & Sour Chicken With Jasmine Rice, Roasted Veg & Pineapple","","115","13","12","1.6",""
"Tapioka / Tapioca „Pandan“","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Starches,Tapioca","366","90","0","0","0.784"
"Smokey Chicken With Wholegrain Rice & Quinoa, Roasted Veg, Balsamic Lemon Dressi","","116.590909090909","10.4545454545455","13.6363636363636","1.97727272727273",""
"Rillettes Maison","Meats and their products,Spreads,Meats,Prepared meats,Salted spreads,Rillettes,Potted meats,French Rillettes,fr:Rillettes de viande rouge,Pork rillettes","191.666666666667","6.74333333333333","21.6166666666667","7.77","4.28333333333333"
"RcOcio control de peso capuchino","","380","38","38","7.9","3.9"
"Pure paleo bone broth protein","","110","","26","0.5",""
"Mini chaussons à la compote de pomme","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Apple turnovers","343","41.05","3.69","15.78","1.97"
"Chaussons aux abricots","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,fr:chaussons-aux-abricots","351","39.8","4.7","18.8","3.606775"
"Melocotón en almibar","","81","18.9","0.4","0.2",""
"Chausson au pomme","Snacks,Sweet snacks,Sweet pastries and pies,Viennoiseries,Apple turnovers","316","37.3","2","16.2",""
"Fromage blanc pêche","","98","7.6","4.6","3.3",""
"Shakemate","Dietary supplements,Bodybuilding supplements,Protein powders","382","4","83","3","0"
"RAOs  tomato basil soup","","180","26","4","6","5"
"Pur jus de pomme","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Unsweetened beverages,Apple juices,Squeezed fruit juices,Squeezed apple juices","52","13","0.5","0.5",""
"Meal Shake","","100","7","15","1.5",""
"Soupe Miso","","32","0.699999988079071","2","1.79999995231628","4.40000009536743"
"Super 7 seed  mix","","150","8","5","2","59"
"Pruneau d'agen","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Fruits,Dried plant-based foods,Dried fruits,French fruits,Dried prunes,fr:Pruneaux d'Agen","234","54","2","0.3",""
"Brochettes d'abats de boeuf","Meats and their products,Beef and its products,Meals,Meat preparations,Meats,Skewers,Beef,Fish and meat and eggs,Meat skewers,Meals with meat,Offals,Beef dishes,Beef skewers","131","0.6","21","4.9","0"
"Frühlingsrollen","","1","0","0","0",""
"Frühlingsrollen Süß-Sauer","","171","24","4.2","6.3","0.9"
"Broccoli Nudelauflauf","","124","14.8000001907349","4.90000009536743","4.69999980926514","1.20000004768372"
"Maple syrup","","149","21","49","","14"
"Bio Hanfsamen geschält","","638","2","30","55.7000007629395","4.30000019073486"
"Gemüse Kartoffelpfanne","","85","7.40000009536743","1.70000004768372","4.90000009536743","2.20000004768372"
"Xocolata de garrofa","","480","43.8","4.3","35",""
"Mix cacao protein brown","","706","38","35","4.6","9.7"
"Brins de framboise","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Flaky biscuits","378","84","4.6","2.3","1.4"
"Bulk","","117","1","27","1",""
"Protein pasta","","327","44","19","4.80000019073486","17"
"Tom’s of Maine Fresh Mint","fr:shake-proteine","348","25","48","3.5","15"
"Crème dessert chocolat","","0","0","0","0","0"
"Brins de ChocoCaramel","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Milk chocolate biscuits,fr:biscuits-au-caramel","461","73","5.4","16","1.5"
"EAA","","10.2857142857143","0.19999999659402","1.85714285714286","0.114285715988704",""
"Rice chips","","600","46.6666666666667","6.66666666666667","46.6666666666667","26.6666666666667"
"Sliced Yellow Cling Peaches in Peach and Pear juice","Plant-based foods and beverages,Plant-based foods,Canned foods,Desserts,Canned plant-based foods,Canned fruits,Fruits in syrup,Peaches in syrup,Canned drained peach in light syrup","48.387096774194","11.290322580645","0.80645161290323","0","0.80645161290323"
"Margherita Pizza","","202.797202797203","33.5664335664336","3.4965034965035","5.59440559440559","2.0979020979021"
"Dit Body plus","","218","","21","4.09999990463257","3.40000009536743"
"Vegan Protein Blueberry Muffin","","405","3.2","78","8",""
"Minotaur bio - Huile d'Olive Vierge Extra","Plant-based foods and beverages,Plant-based foods,Fats,Meats and their products,Spreads,Prepared meats,Salted spreads,Vegetable fats,Olive tree products,Rillettes,Vegetable oils,Olive oils,Potted meats,Greek oils and fats,fr:Rillettes de viande rouge,Extra-virgin olive oils,Pork rillettes,Virgin olive oils","824","0","0","91.6","0"
"Suyu süzülmüş kullanıma hazır yeşil mercimek","","167","18.7999992370605","9.39999961853027","2.90000009536743","14.1000003814697"
"Plant based spaghetti sauce","","66.6666666666667","10.8333333333333","2.5","1.66666666666667","0.250000009934107"
"butifarra blanca","","241","5.5","10","20",""
"Summer Middle Eastern Inspired Beef Kofta Kebabs","","196.923076923077","6.61538461538461","18.3076923076923","10.3076923076923","2.15384615384615"
"CREMA CALABACÍN","Plant-based foods and beverages,Beverages,Plant-based beverages","55.2999992370605","2.90000009536743","2.5","3.59999990463257",""
"Leche de avena / vainilla","","123","13","2","7","0.200000002980232"
"Légume","","30","3.29999995231628","2.40000009536743","0.100000001490116","3.29999995231628"
"Ei-Protein","","348","0.100000001490116","78","3.70000004768372","1.29999995231628"
"Honking","","186","15.7299995422363","5.53999996185303","9.82999992370605",""
"Glaces vegetales des alpes","","200","27.11","2.22","9.2",""
"Spiced Chai Latte","Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,White teas","20","2","1.9","0.2","1.3"
"Protein drink mix-vegan","","389.285714285714","21.4285714285714","53.5714285714286","9.28571394511632","3.21428562913622"
"Petit pods caroote","","62","8.19999980926514","4.30000019073486","0.400000005960464","4.19999980926514"
"Whey protein chocolate","","406","8.3","77","7.6",""
"V-protein schoko kokos","","395","4.4","71","9.7","3"
"Kitalé Kenya","","1","0.3","0.2","0",""
"Topping al cioccolato","","260","100","0","0.9","10"
"Fraises Lyophilisées","","323","53","7.90000009536743","3.79999995231628","20"
"Epazote","","387","8.66666666666667","73","6.33333333333333",""
"Spaghetti With Meat Sauce","","410","54","19","13","4"
"Biscuit du bourg de batz","","484","68.6","7.4","20.1",""
"Biscuits du Bourg de Batz","","548","53.4","7","34.1",""
"Potion d’Amour","","12","2.9","0","0","0"
"Lean Cuisine Salisbury Steak with Macaroni & Cheese","Salisbury-steak","92.9368029739777","10.4089219330855","8.55018587360595","1.6728624535316","0.743494423791822"
"Five cheese rigatoni","Plant-based foods and beverages,Plant-based foods,Meals,Pasta dishes,Pastas","127.208480565371","19.0812720848057","4.9469964664311","3.53356890459364","1.41342756183746"
"Bodylab whey protein powder","","385","7","75","5","0.8"
"ENSALADA DE PIMIENTOS","","128","4.69999980926514","3.90000009536743","10.1000003814697",""
"Pâté de chevreuil","","462","5","20","56",""
"La Pizza con Salame","","235","25.6","11.8","9.1","1.9"
"P'tits beignets parfum choco-noisette","Snacks,Sweet snacks,Sweet fritters","101","48","1.3","5.4",""
"Gebratene Nudeln","","291","19.1000003814697","10","3.79999995231628","1.79999995231628"
"Shakeology peppermint mocha","","400","45","40","7.5","15"
"petit dej Chococroustill","Snacks,Sweet snacks,Biscuits and cakes,Cakes","135","17.6","2.2","5.9","1.1"
"4 Beignets parfum chocolat-noisette *4","Snacks,Sweet snacks,Sweet fritters","394","48","6.7","19",""
"Instant Herbal beverage with tea extracts - Herbalife - Herbalife","","354","82","13","",""
"Flan","","250","36","4.40000009536743","9.60000038146973",""
"Petits sablés bio - goût caramel et tonka","","411","59.2","6.2","16",""
"Knusper-Müsli Mango","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits","422","67","10","11","7.3"
"Unwind trail mix","","529.411764705882","41.1764705882353","11.7647058823529","35.2941176470588","5.88235294117647"
"Retreat Trail Mix-Almonds, Dark Choc., Cashews","","594.594594594595","37.8378378378378","13.5135135135135","43.2432432432432","8.10810810810811"
"Isabar","Snacks,Sweet snacks,Bars,Cereal bars","399","49","28","9","5"
"Baked Beans","","84.5454545454545","13.0000001733953","4.81818199157715","0.500000010837208","4.09090909090909"
"4 beignets à la pomme","Snacks,Sweet snacks,Sweet fritters","310","49","6.6","9.6",""
"Past'amino","","302","38","28","2.2","8.4"
"Past’Amino","","302","38","28","2.2","8.4"
"5 Cheese  Rigatoni","Plant-based foods and beverages,Plant-based foods,Pastas,Rigatoni","127.208480565371","19.0812720848057","4.9469964664311","3.53356890459364","2.47349823321555"
"Whey Protein","","380","8.33333333333333","73.3333333333333","6",""
"Iso 100% whey zero","","353","1.79999995231628","83.3000030517578","1.39999997615814",""
"Traditional Wholegrains Porridge","","361","59","17.6","6","6.6"
"Roast chicken breast in mushroom sauce","Food additives,Thickeners","86.0310421286031","9.24611990309079","8.27050980866088","1.46341461300057","1.68514410302274"
"BERENJENAS PARMESANO","","88.0999984741211","4.5","3.5","5.90000009536743",""
"Weizen-Multi-Vitamin-Riegel","","491","67.3","6.7","21.5",""
"Compote de poire","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Pear compotes","157","36","0.6","0","3.6"
"PECHUGA PAVO  SALSA GAMBAS","","122","2","18.1000003814697","4.09999990463257",""
"Pizza raclette bacon","Meals,Pizzas pies and quiches","251","28","13","9.19999980926514","2.20000004768372"
"Pain perdu, compotée de rhubarbe et framboise","Snacks,Desserts,Sweet snacks,Biscuits and cakes,Pastries,French toast","147.2","22.18","2.95","4.59","1.94"
"Beignets chocolats noisettes decongelé","Snacks,Sweet snacks,Sweet fritters","394","48","6.7","19",""
"COCO by Angela","","186","6.1","2.3","16.9",""
"Haagen-Dazs Mini Cookie Crumble Ice Cream Bars","","347","29.47","4.21","24.21",""
"Greek Nonfat Yogurt","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts","76.4705882352941","10","8.23529411764706","0","0"
"Grenadine","","41","10.1","0","0",""
"Lomo Gran Reserva 1909","","323","2.50999999046326","34.4700012207031","19.4599990844727",""
"Beignets à la pomme","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts,Jam doughnuts,Sweet fritters","301","46","6.2","10",""
"Coquille vol au vent","","150","15.6666666666667","11","4.66666666666667","1.33333333333333"
"Salade de fruits","","48","11","0.600000023841858","0.5","1"
"Barretta proteica","","383.333333333333","37.0185185185185","27.7592592592593","13.7962962962963","7.90740740740741"
"Mcchicken","","222","24","10","9.1","0.5"
"Gaufres traditionelles","","382","25","8.2","27",""
"sunflower lecithin","","500","10","450","50",""
"Ears beef jerkey","","60","3","10","1",""
"Ice cream drumstick","Dairies,Fermented foods,Fermented milk products,Cheeses","315.789473684211","41.0526315789474","4.21052631578947","15.7894736842105","2.10526315789474"
"Fette biscottate senza zuccheri aggiunti","","388","72","11","6.5","5.59999990463257"
"Shiro Miso","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Misos,Miso-paste","191","21.9","12","5.4","3.2"
"Salsa dried chickeneats","","60","1","11","","1"
"Mandeln Naturbelassen","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Almonds,Shelled nuts,Shelled almonds,Whole almonds","588","9.1","21.2","49.9","12.5"
"Weizenriegel","","415","67.6","7.1","19.4",""
"šunka jeli Gavrilović kg","","433.333333333333","6.66666666666667","70","13.3333333333333",""
"Oat No Sugars","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks","40","5.8","0.2","1.5","1.2"
"Medjool Dates, Extra Fancy","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Dates,Medjool dates","333.333333333333","73.3333333333333","6.66666666666667","0","6.66666666666667"
"Pringle","","214","22","1.79999995231628","13","1.20000004768372"
"Gochujang","","199","42.1","6.2","1.4",""
"pureća prsa u ovitku pik kg","","679","13.1999998092651","22.2999992370605","61","9.77999973297119"
"Mc do frere","","7","8","9","8",""
"whey","","378","5","79","4","7.1"
"Filete de sardina en aceite de girasol","Seafood,Fishes and their products,Canned foods,Fishes,Fatty fishes,Canned fishes,Sardines,Canned sardines,Sardines in oil,Sardines in sunflower oil","303","0","18","25",""
"Gold Standard 100% Whey","","373","9.7","74","4.2",""
"Coca","Beverages","0.909090945214936","","","",""
"Sliced Cracked Wheat Sourdough Bread","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Sourdough breads","255.813953488372","46.1538461538462","7.69230769230769","0.961538461538462","1.92307692307692"
"Chocolats belges","","555","50","7.69999980926514","36","1"
"Beurre de Cacahuètes Bio","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Breakfasts,Spreads,Nuts and their products,Plant-based spreads,Sweet spreads,Oilseed purees,Legume butters,fr:Pâtes à tartiner,Nut butters,Peanut butters,fr:pate-de-noix","626","16.1","25.7","49.1","8.5"
